kind,on_table,name,definition
CONSTRAINT,platform_support_tickets,platform_support_tickets_related_incident_id_fkey,FOREIGN KEY (related_incident_id) REFERENCES system_incidents(id) ON DELETE SET NULL
CONSTRAINT,platform_support_tickets,platform_support_tickets_status_check,"CHECK ((status = ANY (ARRAY['new'::text, 'acknowledged'::text, 'investigating'::text, 'waiting_customer'::text, 'resolved'::text, 'closed'::text])))"
CONSTRAINT,platform_support_tickets,platform_support_tickets_ticket_number_key,UNIQUE (ticket_number)
CONSTRAINT,problem_cases,problem_cases_asset_id_fkey,FOREIGN KEY (asset_id) REFERENCES assets(id)
CONSTRAINT,problem_cases,problem_cases_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,problem_cases,problem_cases_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,problem_cases,problem_cases_pkey,PRIMARY KEY (id)
CONSTRAINT,problem_cases,problem_cases_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,profiles,profiles_id_fkey,FOREIGN KEY (id) REFERENCES auth.users(id) ON DELETE CASCADE
CONSTRAINT,profiles,profiles_pkey,PRIMARY KEY (id)
CONSTRAINT,purchase_order_lines,purchase_order_lines_pkey,PRIMARY KEY (id)
CONSTRAINT,purchase_order_lines,purchase_order_lines_purchase_order_id_fkey,FOREIGN KEY (purchase_order_id) REFERENCES purchase_orders(id) ON DELETE CASCADE
CONSTRAINT,purchase_order_lines,purchase_order_lines_quantity_check,CHECK ((quantity > (0)::numeric))
CONSTRAINT,purchase_order_lines,purchase_order_lines_spare_id_fkey,FOREIGN KEY (spare_id) REFERENCES spares(id) ON DELETE SET NULL
CONSTRAINT,purchase_orders,purchase_orders_approved_by_fkey,FOREIGN KEY (approved_by) REFERENCES auth.users(id)
CONSTRAINT,purchase_orders,purchase_orders_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,purchase_orders,purchase_orders_organization_id_po_number_key,"UNIQUE (organization_id, po_number)"
CONSTRAINT,purchase_orders,purchase_orders_pkey,PRIMARY KEY (id)
CONSTRAINT,purchase_orders,purchase_orders_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,purchase_orders,purchase_orders_requested_by_fkey,FOREIGN KEY (requested_by) REFERENCES auth.users(id)
CONSTRAINT,purchase_orders,purchase_orders_status_check,"CHECK ((status = ANY (ARRAY['draft'::text, 'pending_approval'::text, 'approved'::text, 'sent'::text, 'partially_received'::text, 'received'::text, 'cancelled'::text])))"
CONSTRAINT,purchase_orders,purchase_orders_supplier_id_fkey,FOREIGN KEY (supplier_id) REFERENCES suppliers(id) ON DELETE SET NULL
CONSTRAINT,push_cursors,push_cursors_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,push_cursors,push_cursors_pkey,PRIMARY KEY (organization_id)
CONSTRAINT,push_subscriptions,push_subscriptions_endpoint_key,UNIQUE (endpoint)
CONSTRAINT,push_subscriptions,push_subscriptions_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,push_subscriptions,push_subscriptions_pkey,PRIMARY KEY (id)
CONSTRAINT,push_subscriptions,push_subscriptions_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
CONSTRAINT,qa_environments,qa_environments_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,qa_environments,qa_environments_isolation_organization_id_fkey,FOREIGN KEY (isolation_organization_id) REFERENCES organizations(id) ON DELETE SET NULL
CONSTRAINT,qa_environments,qa_environments_name_key,UNIQUE (name)
CONSTRAINT,qa_environments,qa_environments_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE SET NULL
CONSTRAINT,qa_environments,qa_environments_pkey,PRIMARY KEY (id)
CONSTRAINT,qa_environments,qa_environments_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE SET NULL
CONSTRAINT,qa_environments,qa_environments_status_check,"CHECK ((status = ANY (ARRAY['creating'::text, 'ready'::text, 'testing'::text, 'failed'::text, 'deleting'::text, 'deleted'::text])))"
CONSTRAINT,qa_manual_checks,qa_manual_checks_pkey,PRIMARY KEY (id)
CONSTRAINT,qa_manual_checks,qa_manual_checks_run_id_fkey,FOREIGN KEY (run_id) REFERENCES qa_test_runs(id) ON DELETE CASCADE
CONSTRAINT,qa_manual_checks,qa_manual_checks_status_check,"CHECK ((status = ANY (ARRAY['pending'::text, 'passed'::text, 'failed'::text, 'not_available'::text])))"
CONSTRAINT,qa_manual_checks,qa_manual_checks_tested_by_fkey,FOREIGN KEY (tested_by) REFERENCES auth.users(id)
CONSTRAINT,qa_test_results,qa_test_results_pkey,PRIMARY KEY (id)
CONSTRAINT,qa_test_results,qa_test_results_run_id_fkey,FOREIGN KEY (run_id) REFERENCES qa_test_runs(id) ON DELETE CASCADE
CONSTRAINT,qa_test_results,qa_test_results_status_check,"CHECK ((status = ANY (ARRAY['passed'::text, 'failed'::text, 'blocked'::text, 'manual_required'::text])))"
CONSTRAINT,qa_test_runs,qa_test_runs_environment_id_fkey,FOREIGN KEY (environment_id) REFERENCES qa_environments(id) ON DELETE CASCADE
CONSTRAINT,qa_test_runs,qa_test_runs_pkey,PRIMARY KEY (id)
CONSTRAINT,qa_test_runs,qa_test_runs_started_by_fkey,FOREIGN KEY (started_by) REFERENCES auth.users(id)
CONSTRAINT,qa_test_runs,qa_test_runs_status_check,"CHECK ((status = ANY (ARRAY['running'::text, 'passed'::text, 'failed'::text, 'partial'::text, 'cancelled'::text])))"
CONSTRAINT,quota_overrides,quota_overrides_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,quota_overrides,quota_overrides_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,quota_overrides,quota_overrides_override_type_check,"CHECK ((override_type = ANY (ARRAY['absolute'::text, 'bonus'::text, 'block'::text])))"
CONSTRAINT,quota_overrides,quota_overrides_pkey,PRIMARY KEY (id)
CONSTRAINT,report_dispatches,report_dispatches_approved_by_fkey,FOREIGN KEY (approved_by) REFERENCES auth.users(id)
CONSTRAINT,report_dispatches,report_dispatches_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,report_dispatches,report_dispatches_pkey,PRIMARY KEY (id)
CONSTRAINT,report_dispatches,report_dispatches_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id)
CONSTRAINT,restore_drills,restore_drills_backup_job_id_fkey,FOREIGN KEY (backup_job_id) REFERENCES backup_jobs(id) ON DELETE SET NULL
CONSTRAINT,restore_drills,restore_drills_performed_by_fkey,FOREIGN KEY (performed_by) REFERENCES auth.users(id)
CONSTRAINT,restore_drills,restore_drills_pkey,PRIMARY KEY (id)
CONSTRAINT,restore_drills,restore_drills_status_check,"CHECK ((status = ANY (ARRAY['planned'::text, 'running'::text, 'passed'::text, 'failed'::text, 'cancelled'::text])))"
CONSTRAINT,scan_entity_links,scan_entity_links_linked_by_fkey,FOREIGN KEY (linked_by) REFERENCES auth.users(id)
CONSTRAINT,scan_entity_links,scan_entity_links_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,scan_entity_links,scan_entity_links_pkey,PRIMARY KEY (id)
CONSTRAINT,scan_entity_links,scan_entity_links_scan_session_id_entity_type_entity_id_rel_key,"UNIQUE (scan_session_id, entity_type, entity_id, relation)"
CONSTRAINT,scan_entity_links,scan_entity_links_scan_session_id_fkey,FOREIGN KEY (scan_session_id) REFERENCES scan_sessions(id) ON DELETE CASCADE
CONSTRAINT,scan_pages,scan_pages_pkey,PRIMARY KEY (id)
CONSTRAINT,scan_pages,scan_pages_session_id_fkey,FOREIGN KEY (session_id) REFERENCES scan_sessions(id) ON DELETE CASCADE
CONSTRAINT,scan_pages,scan_pages_session_id_page_number_key,"UNIQUE (session_id, page_number)"
CONSTRAINT,scan_sessions,scan_sessions_approved_by_fkey,FOREIGN KEY (approved_by) REFERENCES auth.users(id)
CONSTRAINT,scan_sessions,scan_sessions_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,scan_sessions,scan_sessions_mode_check,"CHECK ((mode = ANY (ARRAY['qr_barcode'::text, 'document'::text, 'nameplate'::text, 'identify'::text, 'import'::text])))"
CONSTRAINT,scan_sessions,scan_sessions_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,scan_sessions,scan_sessions_pkey,PRIMARY KEY (id)
CONSTRAINT,scan_sessions,scan_sessions_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,scan_sessions,scan_sessions_removed_by_fkey,FOREIGN KEY (removed_by) REFERENCES auth.users(id)
CONSTRAINT,scan_sessions,scan_sessions_source_type_check,"CHECK ((source_type = ANY (ARRAY['camera'::text, 'gallery'::text, 'file'::text, 'offline'::text])))"
CONSTRAINT,scan_sessions,scan_sessions_status_check,"CHECK ((status = ANY (ARRAY['draft'::text, 'processing'::text, 'completed'::text, 'failed'::text, 'submitted'::text, 'approved'::text])))"
CONSTRAINT,sensor_devices,sensor_devices_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,sensor_devices,sensor_devices_pkey,PRIMARY KEY (id)
CONSTRAINT,sensor_devices,sensor_devices_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,sensor_devices,sensor_devices_sensor_type_check,"CHECK ((sensor_type = ANY (ARRAY['phone'::text, 'bluetooth_accelerometer'::text, 'usb_sensor'::text, 'industrial_monitor'::text])))"
CONSTRAINT,shift_assignments,shift_assignments_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,shift_assignments,shift_assignments_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,shift_assignments,shift_assignments_pkey,PRIMARY KEY (id)
CONSTRAINT,shift_assignments,shift_assignments_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,shift_assignments,shift_assignments_plant_id_user_id_work_date_key,"UNIQUE (plant_id, user_id, work_date)"
CONSTRAINT,shift_assignments,shift_assignments_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id)
CONSTRAINT,shift_handovers,shift_handovers_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,shift_handovers,shift_handovers_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,shift_handovers,shift_handovers_pkey,PRIMARY KEY (id)
CONSTRAINT,shift_handovers,shift_handovers_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,spares,spares_asset_id_fkey,FOREIGN KEY (asset_id) REFERENCES assets(id)
CONSTRAINT,spares,spares_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,spares,spares_pkey,PRIMARY KEY (id)
CONSTRAINT,spares,spares_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,spares,spares_removed_by_fkey,FOREIGN KEY (removed_by) REFERENCES auth.users(id)
CONSTRAINT,storage_reservations,storage_reservations_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,storage_reservations,storage_reservations_pkey,PRIMARY KEY (id)
CONSTRAINT,storage_reservations,storage_reservations_status_check,"CHECK ((status = ANY (ARRAY['reserved'::text, 'completed'::text, 'cancelled'::text, 'expired'::text])))"
CONSTRAINT,storage_reservations,storage_reservations_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
CONSTRAINT,storage_usage_events,storage_usage_events_event_type_check,"CHECK ((event_type = ANY (ARRAY['upload'::text, 'download'::text, 'delete'::text, 'reconcile'::text, 'restore'::text])))"
CONSTRAINT,storage_usage_events,storage_usage_events_file_metadata_id_fkey,FOREIGN KEY (file_metadata_id) REFERENCES file_metadata(id) ON DELETE SET NULL
CONSTRAINT,storage_usage_events,storage_usage_events_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,storage_usage_events,storage_usage_events_pkey,PRIMARY KEY (id)
CONSTRAINT,storage_usage_events,storage_usage_events_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL
CONSTRAINT,subscription_plans,subscription_plans_code_key,UNIQUE (code)
CONSTRAINT,subscription_plans,subscription_plans_pkey,PRIMARY KEY (id)
CONSTRAINT,suppliers,suppliers_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,suppliers,suppliers_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,suppliers,suppliers_pkey,PRIMARY KEY (id)
CONSTRAINT,suppliers,suppliers_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE SET NULL
CONSTRAINT,suppliers,suppliers_rating_check,CHECK (((rating >= (0)::numeric) AND (rating <= (5)::numeric)))
CONSTRAINT,support_messages,support_messages_pkey,PRIMARY KEY (id)
CONSTRAINT,support_messages,support_messages_thread_id_fkey,FOREIGN KEY (thread_id) REFERENCES support_threads(id) ON DELETE CASCADE
CONSTRAINT,support_messages,support_messages_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id)
CONSTRAINT,support_threads,support_threads_asset_id_fkey,FOREIGN KEY (asset_id) REFERENCES assets(id)
CONSTRAINT,support_threads,support_threads_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,support_threads,support_threads_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,support_threads,support_threads_pkey,PRIMARY KEY (id)
CONSTRAINT,support_threads,support_threads_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,system_incidents,system_incidents_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,system_incidents,system_incidents_pkey,PRIMARY KEY (id)
CONSTRAINT,system_incidents,system_incidents_severity_check,"CHECK ((severity = ANY (ARRAY['info'::text, 'warning'::text, 'error'::text, 'critical'::text])))"
CONSTRAINT,system_incidents,system_incidents_status_check,"CHECK ((status = ANY (ARRAY['open'::text, 'acknowledged'::text, 'resolved'::text])))"
CONSTRAINT,technical_experiences,technical_experiences_asset_id_fkey,FOREIGN KEY (asset_id) REFERENCES assets(id)
CONSTRAINT,technical_experiences,technical_experiences_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,technical_experiences,technical_experiences_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,technical_experiences,technical_experiences_pkey,PRIMARY KEY (id)
CONSTRAINT,technical_experiences,technical_experiences_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,tool_transactions,tool_transactions_holder_id_fkey,FOREIGN KEY (holder_id) REFERENCES auth.users(id)
CONSTRAINT,tool_transactions,tool_transactions_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,tool_transactions,tool_transactions_performed_by_fkey,FOREIGN KEY (performed_by) REFERENCES auth.users(id)
CONSTRAINT,tool_transactions,tool_transactions_pkey,PRIMARY KEY (id)
CONSTRAINT,tool_transactions,tool_transactions_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,tool_transactions,tool_transactions_tool_id_fkey,FOREIGN KEY (tool_id) REFERENCES tools(id) ON DELETE CASCADE
CONSTRAINT,tool_transactions,tool_transactions_transaction_type_check,"CHECK ((transaction_type = ANY (ARRAY['checkout'::text, 'return'::text, 'calibration'::text, 'inspection'::text])))"
CONSTRAINT,tools,tools_holder_id_fkey,FOREIGN KEY (holder_id) REFERENCES auth.users(id)
CONSTRAINT,tools,tools_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,tools,tools_pkey,PRIMARY KEY (id)
CONSTRAINT,tools,tools_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,tools,tools_removed_by_fkey,FOREIGN KEY (removed_by) REFERENCES auth.users(id)
CONSTRAINT,usage_adjustments,usage_adjustments_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,usage_adjustments,usage_adjustments_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,usage_adjustments,usage_adjustments_pkey,PRIMARY KEY (id)
CONSTRAINT,usage_counters,usage_counters_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,usage_counters,usage_counters_pkey,"PRIMARY KEY (organization_id, metric, period_start)"
CONSTRAINT,usage_events,usage_events_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,usage_events,usage_events_pkey,PRIMARY KEY (id)
CONSTRAINT,usage_events,usage_events_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL
CONSTRAINT,work_orders,work_orders_asset_id_fkey,FOREIGN KEY (asset_id) REFERENCES assets(id) ON DELETE SET NULL
CONSTRAINT,work_orders,work_orders_assigned_to_fkey,FOREIGN KEY (assigned_to) REFERENCES auth.users(id)
CONSTRAINT,work_orders,work_orders_completed_by_fkey,FOREIGN KEY (completed_by) REFERENCES auth.users(id)
CONSTRAINT,work_orders,work_orders_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
CONSTRAINT,work_orders,work_orders_organization_id_fkey,FOREIGN KEY (organization_id) REFERENCES organizations(id) ON DELETE CASCADE
CONSTRAINT,work_orders,work_orders_pkey,PRIMARY KEY (id)
CONSTRAINT,work_orders,work_orders_plant_id_fkey,FOREIGN KEY (plant_id) REFERENCES plants(id) ON DELETE CASCADE
CONSTRAINT,work_orders,work_orders_removed_by_fkey,FOREIGN KEY (removed_by) REFERENCES auth.users(id)
CONSTRAINT,work_orders,work_orders_supervisor_approved_by_fkey,FOREIGN KEY (supervisor_approved_by) REFERENCES auth.users(id)
INDEX,action_attachments,action_attachments_pkey,CREATE UNIQUE INDEX action_attachments_pkey ON public.action_attachments USING btree (id)
INDEX,admin_action_logs,admin_action_logs_pkey,CREATE UNIQUE INDEX admin_action_logs_pkey ON public.admin_action_logs USING btree (id)
INDEX,admin_action_logs,admin_action_time_idx,CREATE INDEX admin_action_time_idx ON public.admin_action_logs USING btree (created_at DESC)
INDEX,ai_usage,ai_usage_org_time_idx,"CREATE INDEX ai_usage_org_time_idx ON public.ai_usage USING btree (organization_id, created_at DESC)"
INDEX,ai_usage,ai_usage_pkey,CREATE UNIQUE INDEX ai_usage_pkey ON public.ai_usage USING btree (id)
INDEX,ai_usage,ai_usage_request_id_idx,CREATE UNIQUE INDEX ai_usage_request_id_idx ON public.ai_usage USING btree (request_id)
INDEX,api_keys,api_keys_hash_idx,CREATE INDEX api_keys_hash_idx ON public.api_keys USING btree (key_hash)
INDEX,api_keys,api_keys_key_hash_key,CREATE UNIQUE INDEX api_keys_key_hash_key ON public.api_keys USING btree (key_hash)
INDEX,api_keys,api_keys_org_idx,CREATE INDEX api_keys_org_idx ON public.api_keys USING btree (organization_id)
INDEX,api_keys,api_keys_pkey,CREATE UNIQUE INDEX api_keys_pkey ON public.api_keys USING btree (id)
INDEX,asset_status_history,asset_status_history_pkey,CREATE UNIQUE INDEX asset_status_history_pkey ON public.asset_status_history USING btree (id)
INDEX,assets,assets_pkey,CREATE UNIQUE INDEX assets_pkey ON public.assets USING btree (id)
INDEX,assets,assets_plant_id_asset_code_key,"CREATE UNIQUE INDEX assets_plant_id_asset_code_key ON public.assets USING btree (plant_id, asset_code)"
INDEX,assets,assets_plant_updated_idx,"CREATE INDEX assets_plant_updated_idx ON public.assets USING btree (plant_id, updated_at DESC)"
INDEX,attendance,attendance_pkey,CREATE UNIQUE INDEX attendance_pkey ON public.attendance USING btree (id)
INDEX,attendance,attendance_plant_id_user_id_work_date_key,"CREATE UNIQUE INDEX attendance_plant_id_user_id_work_date_key ON public.attendance USING btree (plant_id, user_id, work_date)"
INDEX,audit_logs,audit_logs_pkey,CREATE UNIQUE INDEX audit_logs_pkey ON public.audit_logs USING btree (id)
INDEX,backup_jobs,backup_jobs_pkey,CREATE UNIQUE INDEX backup_jobs_pkey ON public.backup_jobs USING btree (id)
INDEX,billing_events,billing_events_pkey,CREATE UNIQUE INDEX billing_events_pkey ON public.billing_events USING btree (id)
INDEX,billing_events,billing_events_provider_event_id_key,CREATE UNIQUE INDEX billing_events_provider_event_id_key ON public.billing_events USING btree (provider_event_id)
INDEX,checklist_items,checklist_items_pkey,CREATE UNIQUE INDEX checklist_items_pkey ON public.checklist_items USING btree (id)
INDEX,checklist_runs,checklist_runs_pkey,CREATE UNIQUE INDEX checklist_runs_pkey ON public.checklist_runs USING btree (id)
INDEX,checklist_templates,checklist_templates_pkey,CREATE UNIQUE INDEX checklist_templates_pkey ON public.checklist_templates USING btree (id)
INDEX,checklist_values,checklist_values_pkey,CREATE UNIQUE INDEX checklist_values_pkey ON public.checklist_values USING btree (id)
INDEX,code_registry,code_registry_entity_idx,"CREATE INDEX code_registry_entity_idx ON public.code_registry USING btree (organization_id, entity_type, entity_id)"
INDEX,code_registry,code_registry_organization_id_code_value_key,"CREATE UNIQUE INDEX code_registry_organization_id_code_value_key ON public.code_registry USING btree (organization_id, code_value)"
INDEX,code_registry,code_registry_pkey,CREATE UNIQUE INDEX code_registry_pkey ON public.code_registry USING btree (id)
INDEX,company_feature_blocks,company_feature_blocks_pkey,"CREATE UNIQUE INDEX company_feature_blocks_pkey ON public.company_feature_blocks USING btree (organization_id, feature)"
INDEX,complimentary_access,complimentary_access_pkey,CREATE UNIQUE INDEX complimentary_access_pkey ON public.complimentary_access USING btree (organization_id)
INDEX,condition_alarms,condition_alarms_org_time_idx,"CREATE INDEX condition_alarms_org_time_idx ON public.condition_alarms USING btree (organization_id, created_at DESC)"
INDEX,condition_alarms,condition_alarms_pkey,CREATE UNIQUE INDEX condition_alarms_pkey ON public.condition_alarms USING btree (id)
INDEX,condition_entity_links,condition_entity_links_pkey,CREATE UNIQUE INDEX condition_entity_links_pkey ON public.condition_entity_links USING btree (id)
INDEX,condition_entity_links,condition_entity_links_recording_id_entity_type_entity_id_r_key,"CREATE UNIQUE INDEX condition_entity_links_recording_id_entity_type_entity_id_r_key ON public.condition_entity_links USING btree (recording_id, entity_type, entity_id, relation)"
INDEX,condition_recordings,condition_recordings_asset_time_idx,"CREATE INDEX condition_recordings_asset_time_idx ON public.condition_recordings USING btree (asset_id, created_at DESC)"
INDEX,condition_recordings,condition_recordings_baseline_idx,"CREATE INDEX condition_recordings_baseline_idx ON public.condition_recordings USING btree (asset_id, measurement_point_id, is_baseline) WHERE (removed_at IS NULL)"
INDEX,condition_recordings,condition_recordings_org_time_idx,"CREATE INDEX condition_recordings_org_time_idx ON public.condition_recordings USING btree (organization_id, created_at DESC)"
INDEX,condition_recordings,condition_recordings_pkey,CREATE UNIQUE INDEX condition_recordings_pkey ON public.condition_recordings USING btree (id)
INDEX,daily_logs,daily_logs_pkey,CREATE UNIQUE INDEX daily_logs_pkey ON public.daily_logs USING btree (id)
INDEX,daily_logs,daily_logs_plant_date_idx,"CREATE INDEX daily_logs_plant_date_idx ON public.daily_logs USING btree (plant_id, log_date DESC)"
INDEX,data_retention_policies,data_retention_policies_pkey,CREATE UNIQUE INDEX data_retention_policies_pkey ON public.data_retention_policies USING btree (organization_id)
INDEX,deletion_requests,deletion_requests_pkey,CREATE UNIQUE INDEX deletion_requests_pkey ON public.deletion_requests USING btree (id)
INDEX,document_chunks,document_chunks_embedding_idx,CREATE INDEX document_chunks_embedding_idx ON public.document_chunks USING hnsw (embedding vector_cosine_ops)
INDEX,document_chunks,document_chunks_pkey,CREATE UNIQUE INDEX document_chunks_pkey ON public.document_chunks USING btree (id)
INDEX,file_metadata,file_metadata_object_path_key,CREATE UNIQUE INDEX file_metadata_object_path_key ON public.file_metadata USING btree (object_path)
INDEX,file_metadata,file_metadata_pkey,CREATE UNIQUE INDEX file_metadata_pkey ON public.file_metadata USING btree (id)
INDEX,inventory_transactions,inventory_transactions_pkey,CREATE UNIQUE INDEX inventory_transactions_pkey ON public.inventory_transactions USING btree (id)
INDEX,invitations,invitations_pkey,CREATE UNIQUE INDEX invitations_pkey ON public.invitations USING btree (id)
INDEX,legal_acceptances,legal_acceptances_document_id_user_id_key,"CREATE UNIQUE INDEX legal_acceptances_document_id_user_id_key ON public.legal_acceptances USING btree (document_id, user_id)"
INDEX,legal_acceptances,legal_acceptances_pkey,CREATE UNIQUE INDEX legal_acceptances_pkey ON public.legal_acceptances USING btree (id)
INDEX,legal_documents,legal_documents_document_type_version_key,"CREATE UNIQUE INDEX legal_documents_document_type_version_key ON public.legal_documents USING btree (document_type, version)"
INDEX,legal_documents,legal_documents_pkey,CREATE UNIQUE INDEX legal_documents_pkey ON public.legal_documents USING btree (id)
INDEX,loto_procedures,loto_procedures_pkey,CREATE UNIQUE INDEX loto_procedures_pkey ON public.loto_procedures USING btree (id)
INDEX,maintenance_completions,maintenance_completion_plan_idx,"CREATE INDEX maintenance_completion_plan_idx ON public.maintenance_completions USING btree (plan_id, completed_at DESC)"
INDEX,maintenance_completions,maintenance_completions_pkey,CREATE UNIQUE INDEX maintenance_completions_pkey ON public.maintenance_completions USING btree (id)
INDEX,maintenance_plans,maintenance_plans_pkey,CREATE UNIQUE INDEX maintenance_plans_pkey ON public.maintenance_plans USING btree (id)
INDEX,manuals,manuals_pkey,CREATE UNIQUE INDEX manuals_pkey ON public.manuals USING btree (id)
INDEX,material_requests,material_requests_pkey,CREATE UNIQUE INDEX material_requests_pkey ON public.material_requests USING btree (id)
INDEX,measurement_points,measurement_points_asset_id_name_direction_key,"CREATE UNIQUE INDEX measurement_points_asset_id_name_direction_key ON public.measurement_points USING btree (asset_id, name, direction)"
INDEX,measurement_points,measurement_points_pkey,CREATE UNIQUE INDEX measurement_points_pkey ON public.measurement_points USING btree (id)
INDEX,notifications,notifications_org_created_idx,"CREATE INDEX notifications_org_created_idx ON public.notifications USING btree (organization_id, created_at)"
INDEX,notifications,notifications_pkey,CREATE UNIQUE INDEX notifications_pkey ON public.notifications USING btree (id)
INDEX,organization_entitlements,organization_entitlements_pkey,"CREATE UNIQUE INDEX organization_entitlements_pkey ON public.organization_entitlements USING btree (organization_id, entitlement)"
INDEX,organization_members,organization_members_pkey,"CREATE UNIQUE INDEX organization_members_pkey ON public.organization_members USING btree (organization_id, user_id)"
